State,County,FIPS State,FIPS County,N of CDC Rows,Population2010,Lack Health Insurance,Arthritis,Binge Drinking,High Blood Pressure,Take Blood Pressure Meds,Cancer Excl Skin Cancer,Asthma,Corornary Heart Disease,Routine Checkup,Cholesterol Screening,Colon Screening,COPD,Core Med Services Male,Core Med Services Female,Smoking CDC,Dental Visits,Diabetes CDC,High Cholesterol,Kidney Disease,No Leisure Physical Activities,Mammography CDC,Poor Mental Health,Obesity CDC,Pap Test,Poor Physical Health,Sleep Less Than 7 Hrs,Stroke,Teeth Lost,% Low Birth Rate,% Smokers,% Obese,Food Environment Index,% Excessive Drinking,Teen Birth Rate,Primary Care Physician Rate,Dentist Rate,% Receiving HbA1c,% Mammography,% Unemployed,% Children in Poverty,Association Rate,Air Polution,Diabetes Prevalence,% Food Insecure,% Limited Access,Drug Overdose Mortality Rate,Household Income,Population,% < 18,% 65 and over,% Female,% Rural
Georgia,Jones,13,13169,1,466,23.3,27.7,11.4,47.8,79.6,5,11.1,6.4,81.1,75.8,59.5,8.1,22.4,26.4,24.9,50.1,17.2,37.4,3.7,37.6,82.9,14.9,42.9,85.2,15.4,47.4,4.8,24.3,9.436352122,17.80823146,32.1,7.9,16.02624854,20.24053975,21.05706,10.48108,86.25954199,66.875,4.856850716,18.9,7.720923703,11,13.3,4110,3.555367931,11.64090147,54155,28623,23.56496524,16.67190721,51.62282081,67.71425582
Georgia,Muscogee,13,13215,53,189885,20.16592043,26.54084999,13.9118635,37.67956553,75.76982753,5.749590015,9.530832873,6.345409063,76.68631698,75.45177239,59.7187208,7.490306238,28.42772836,30.31051215,21.43749217,59.19728362,12.92490402,36.29551255,3.30545962,32.23164126,81.41910999,14.05042947,34.35801933,83.87013245,14.11108513,41.48761356,4.033678806,19.95604919,11.32211973,19.63601286,30.4,5.9,15.02367989,48.94032042,100.70845,56.71317,78.01217039,58.12591508,6.868299375,29.4,10.51954592,11.1,13.4,41540,11.82370708,9.182721124,40895,197485,24.5314834,12.75945009,51.08337342,2.9775917
Georgia,Peach,13,13225,1,364,17.1,21.3,16.8,32.1,74.3,5.2,8.5,5.1,74.7,76,65.4,5.9,35.5,34.4,19.2,63.3,9.7,33,2.5,26.7,81,12.1,31.9,81.5,10.5,36.9,2.6,14.5,9.988606153,19.35864172,33.8,6.4,14.75849104,28.51041111,26.1976,48.77134,85.97972973,69.23076923,6.948771201,30.7,8.233532934,10.8,13.9,5320,8.224182249, ,44330,26655,22.04464453,14.44381917,52.05027199,38.22350605
Georgia,Richmond,13,13245,47,195844,21.33446417,26.73997263,14.19068493,39.58954168,76.09676171,5.493521374,10.21492361,6.595896224,76.42753263,73.49255836,59.88628296,8.093341129,33.55799514,27.88188865,22.6612753,59.50530575,13.06909632,35.84836451,3.461542861,33.43433294,81.73607208,14.5888835,35.83996191,83.8452697,14.55507598,42.70421152,4.236535201,22.57965983,11.21019108,20.61927518,34.1,4.9,14.85167806,45.80762573,94.65145,181.00939,76.82382134,52.91375291,6.68561312,38.9,10.5553711,11.2,15.1,46700,17.94139737,19.84100739,41128,201647,23.4265821,13.23600153,51.59461832,9.216201527
Hawaii,Honolulu,15,15003,234,953161,10.09412145,19.88871639,17.88593302,31.32204412,73.34102969,5.403150465,9.608866603,4.959348316,71.54454851,71.12967841,66.90250734,4.077141742,30.70142316,30.15759163,13.90349846,72.1110741,10.26437255,35.39005572,2.894952584,21.58185354,80.39963217,9.720812014,22.99874523,81.45628619,9.462873743,47.04134653,2.52234932,7.040945968,8.40822317,11.17734823,22.2,8.1,18.88533967,23.49791165,89.91563,94.59956,83.97183099,63.24173636,2.81824761,9.5,6.348163739, ,9.1,120660,5.235817978,12.20204304,80012,992605,21.3676135,16.63471371,49.58115262,0.862876584
Idaho,Ada,16,16001,53,280763,14.23433216,21.32472334,18.75463149,27.49813936,63.96670003,5.972352126,9.031189651,4.990698205,58.29207303,72.34902427,61.90109096,4.904229902,39.54119524,33.98294291,14.12252113,69.65350206,7.809760902,35.5099803,2.357256476,17.62288977,70.25723404,12.0087882,24.85135577,80.55783668,10.05210053,27.86804387,2.435495418,12.74852242,6.469313673,11.78129847,25.6,7.9,19.3106133,15.74727697,88.66657,79.04907,85.72765559,60.49886621,3.32632851,11.3,7.9224156,9.7,7.3,56060,4.313359991,14.02863221,61571,444028,24.41490176,13.59824155,49.87185493,5.47220063
Idaho,Canyon,16,16027,14,81548,22.93712415,22.06176608,15.28073037,28.43339996,63.0596201,5.761984353,9.938600579,6.120836808,56.40153161,63.93643253,51.30218399,6.460065238,34.2950336,24.28240791,19.10606882,58.25522514,9.352023348,37.22150145,2.954298082,25.1630181,67.48495487,14.24012729,33.55087924,77.24555722,13.04167239,32.935194,3.239842792,18.62141438,6.392318244,15.95296084,34.4,7.8,14.99739806,35.9888389,32.77456,43.9305,86.71988389,58.87353879,4.380286046,18.2,5.494558459,10.1,9.7,24820,8.053538008,10.60549332,48461,211698,29.37486419,13.1715935,50.42891289,19.86788268
Illinois,Champaign,17,17019,20,81009,10.93516153,17.18846054,21.37851226,23.54659112,61.52968312,4.349352541,9.563083114,3.921850659,63.31358738,63.97831846,59.10899283,4.735998469,31.86883309,28.30130479,16.90530435,61.9160871,6.841862015,29.1691022,2.124703428,22.03663173,77.78232295,12.70755719,29.39978151,80.05303732,9.750631411,30.45359775,2.041063339,16.61445272,8.329344184,16.2697407,25.7,7.4,21.81205396,14.79803267,94.3211,62.37435,87.96536797,64.4470868,5.104622408,15.9,11.29938093,10.6,8.2,33550,4.498189685,13.77293554,51032,208419,18.8716,11.79163128,50.04054333,12.71030082
Illinois,Cook,17,17031,896,3095816,16.65670418,20.86928955,21.36710218,31.3852299,71.26194693,5.087238195,9.86014831,5.360310496,69.36284308,72.86362594,56.69052466,5.809073957,31.16443781,25.03047403,17.58473566,57.56467933,10.85108094,34.32121311,3.073028177,26.58125047,78.03906421,12.25186413,32.85996438,85.73773487,12.47581927,35.79997955,3.29462439,16.01005415,8.957641715,13.98659067,26.8,8.3,22.30404996,30.07238548,94.15419,88.20988,84.57887571,63.46222947,6.150454543,21.3,7.189470614,14,9.1,661630,1.699944434,15.5085,60025,5203499,22.31852067,13.55706996,51.44515258,0.045296385
Illinois,DuPage,17,17043,39,145522,7.233161309,20.15473949,22.10396847,24.77585588,73.10648837,5.507870288,8.175545966,4.012336279,67.58653193,79.83389934,68.18196355,3.904394525,35.98692019,31.97527384,12.90497863,73.76864873,6.582395789,31.94375215,2.024481522,16.99380437,79.80174407,8.99731587,27.13499196,85.58134165,8.764831434,30.73336059,1.769873971,7.243101387,7.083394382,12.47022931,24.2,9.1,22.42015413,10.42342005,133.12114,103.1884,87.88457864,68.1952838,4.790630347,9.1,8.996118817,12.2,8.6,68210,3.965173815,12.01797546,84999,929368,23.00520354,14.36363206,50.92858803,0.047550288
Illinois,Kane,17,17089,46,215077,21.90146971,21.57193982,18.71045207,28.34703897,71.37474904,4.814549208,9.536800309,5.587330584,65.26821417,67.88619053,53.29465029,6.164083561,25.32645983,29.42968797,19.74585102,59.26214658,10.66848431,35.99818158,2.881742818,28.99784775,77.841938,13.22940017,36.20901491,83.78073341,13.71514853,35.65682523,2.867025763,18.32843958,7.095699261,14.08324377,25.5,9.4,20.7557482,24.62585448,42.00834,62.62754,87.29819563,66.37279597,5.546957452,14.7,7.158371433,11.7,7.7,30040,3.820834053,9.057355705,73684,531715,26.32744986,12.64305126,50.27636986,3.558335549
Illinois,Kendall,17,17093,2,15768,10.19300482,15.69462202,25.13817225,21.11827752,64.7016172,3.914516743,8.632794267,2.785483257,65.09623922,75.0268899,63.99409564,3.632794267,36.95968417,34.53065068,17.02579909,70.54302385,5.670966514,26.66182775,1.723655505,19.10214358,76.71451674,10.61289954,31.78224886,85.34731101,8.489244039,33.68924404,1.423655505,9.116660325,7.006802721,13.68790458,31.7,9.5,23.8929987,12.18808352,36.48008,36.89001,87.74373259,65.2446675,5.216701824,6,5.188277735,11.5,8.9,6920,3.036208554,12.18191662,91952,124695,29.14230723,9.66197522,50.52648462,10.41957189
Illinois,Lake,17,17097,25,89052,23.49621457,20.64823811,16.26882271,31.58338611,71.4470186,4.509150833,10.02385348,5.872474509,65.98984189,66.48889525,49.42626668,6.399773166,25.84295356,24.95665342,21.19775637,50.57952769,11.54031577,36.2462943,3.09468962,33.77398823,77.50116898,13.85887347,35.52689215,82.66069487,14.77303598,38.1649306,3.219471769,21.34805282,7.509661185,13.8421482,27.9,8.9,18.36968755,17.22398818,109.24692,110.37669,86.88610928,67.04562913,5.233824523,10.9,7.302069867,11.7,7.8,50300,5.808488125,11.64693868,83344,703047,24.77729085,13.05360808,50.02439382,1.267303707
Illinois,McLean,17,17113,24,76610,9.133617021,23.05876256,20.98839708,26.914006,72.85420572,5.944483749,9.109891659,5.033875473,66.8696567,75.01787104,63.45985772,5.394833573,38.04547057,31.81409477,16.46287169,68.52311056,7.790576948,32.07140582,2.405582822,21.68620023,76.04826132,11.18198538,31.94208589,84.44959274,10.58464561,33.40964757,2.435401384,12.39883044,7.852476865,14.91730303,29,7.6,22.63178775,13.81561055,59.4805,64.95842,90.41000695,75.95258256,5.097068433,11.8,11.66510747,10.5,7.1,21410,9.792988471,13.27829576,64271,172418,21.78890835,12.26844065,51.37746639,16.49682731
Illinois,Macon,17,17115,29,76122,12.69130081,30.60982108,16.90954389,37.21520979,78.45651192,7.244401093,10.6553585,8.03305746,70.57352539,73.99643993,57.46202412,8.766556317,30.0530727,26.39164368,22.04950868,56.2098421,12.41002732,38.88009642,3.605032711,30.70877013,74.3473884,14.00448096,37.67297233,82.73859857,15.56478022,34.5491067,4.346947006,21.03380494,9.417322835,16.84824003,26.1,7.2,18.81891363,42.93551721,94.12598,55.37306,87.6984127,65.7189277,6.6130154,27.9,16.49534496,10.6,9.9,17330,7.37365332,14.89744043,47786,106550,22.34631628,18.77616143,51.97372126,15.26162791
Illinois,Peoria,17,17143,36,114996,12.20474538,26.73519601,18.41428571,32.80781158,75.61861108,6.355737591,10.23431076,6.609360326,69.51861456,72.71941894,60.88443685,7.188303941,33.24134666,28.4452581,20.36254044,58.65696894,10.94843386,35.54596856,3.12521479,26.51411006,78.07671136,13.28372465,35.70885161,83.39307106,13.94823472,33.9832942,3.603346203,18.38442728,8.794823403,17.56646342,29.5,7.3,20.18807274,39.37097472,117.6022,77.83531,88.02202845,68.23063878,6.803299791,21,13.42490911,10.8,9.8,29420,6.841803599,18.26170092,52380,185006,23.98084387,15.74597581,51.45022324,14.64551138
Illinois,Sangamon,17,17167,43,116206,10.61264565,27.26743628,19.11808512,33.36777963,76.81178941,6.930794451,10.01741046,6.723788789,69.54189973,75.36388052,62.69692615,7.371677882,33.07431974,28.90163331,20.5414032,60.28861419,10.53583292,37.78407569,3.097853811,25.74928747,77.52503313,12.51901795,35.94966869,84.24821008,13.30786362,34.44524379,3.468950829,16.97267353,9.857773418,17.98966251,26.6,7.8,20.61358099,29.25157292,118.76485,79.49407,87.26368159,67.45519713,4.865648596,20.6,19.97866259,10.5,10.4,27160,5.169015646,19.15296837,55090,197499,22.6715072,16.6360336,51.9253262,14.12655407
Illinois,Will,17,17197,72,268267,12.96585603,20.22407303,20.35310717,26.88882718,70.21605266,4.963035334,9.199441228,4.574722944,67.14314508,74.45086686,59.47510316,5.166334286,33.38978108,28.97713994,17.91037511,63.15881752,8.634444788,32.61721158,2.393969441,24.63494839,76.48057942,11.17116865,35.09825137,83.85833927,11.13040106,34.00454584,2.358844733,14.16088636,7.424793507,14.85003897,28.6,8.9,20.53839501,16.12450453,55.5828,53.65982,85.61439855,65.58665644,6.076509115,10.2,6.474959368,12.3,9,52690,5.735383805,15.56581747,81640,689529,25.72190582,12.09173218,50.33783931,3.929393707
Illinois,Winnebago,17,17201,53,152846,15.5180659,28.58713803,16.5403707,34.91110202,77.03745077,6.549685958,10.53597019,7.335308742,68.17955328,72.00645813,56.50139814,8.241092996,30.08930034,25.24341821,23.13822933,55.57227602,11.9962086,38.88124779,3.427740994,30.70402039,72.36955563,14.06068134,36.73136163,82.4368783,15.39747131,39.13138846,4.013304241,21.33678932,8.42995926,17.74163822,34.2,7.6,18.40343488,33.45550373,76.63422,76.60744,86.15049073,63.29365079,6.636777633,23.4,10.10178418,10.5,10.9,39250,7.342493097,33.54641303,50296,285873,23.61398243,16.44506477,51.11150756,7.914219721
Indiana,Allen,18,18003,78,253647,13.47838926,25.03137825,17.71591897,32.38950195,76.20955817,6.12843913,10.97174932,6.871409873,65.23682441,71.40960153,60.25226003,7.545223874,27.1256648,27.29066616,21.90166412,64.75042953,11.22137616,37.27578919,2.988256908,25.9686521,71.83986998,13.49234369,34.99960969,80.02485265,13.59604174,32.92358751,3.471561264,18.72549922,8.701842775,18.78892001,28.7,7.3,18.6602769,30.49750049,65.95196,60.74448,86.60458453,59.1424347,4.254942232,21.1,11.50766726,11.3,10.5,51830,9.841942486,16.92656946,51329,370404,26.01564778,13.7576808,51.14955562,11.87969459
Indiana,Delaware,18,18035,24,70041,13.94727517,25.44478805,16.08279436,31.91396896,69.50797105,5.624746934,11.52994246,6.959747862,66.89618937,62.92822347,58.58142945,8.581864908,31.49413915,25.54405991,24.15875987,55.83980383,10.93070487,35.96671378,3.03340472,29.22745963,74.1824717,16.78295284,35.40546109,76.38850673,14.142191,36.45760198,3.554359589,25.07587413,9.341678257,19.88103171,31.4,6.9,16.94538603,20.66064272,96.70352,56.22691,88.80597015,64.70588235,5.219594903,25.7,13.94926916,11,11.2,20150,8.182268059,30.89872371,41404,115603,18.72615763,16.54109322,51.71924604,22.81190778
Indiana,Hamilton,18,18057,24,155985,6.368480944,20.59253518,19.98168221,26.43902619,71.48240087,5.711274161,8.823414431,4.119203129,67.72305029,80.95034779,70.68968106,3.938165208,45.6343033,37.08293041,12.66295477,81.40565054,6.852608264,32.44239318,1.883802289,15.03125621,77.38280091,8.963495849,25.29530532,83.67235055,7.668041799,30.55006507,1.740860339,6.533155111,6.913958793,12.84951635,26.9,8.8,20.3751736,8.313505948,141.42856,74.27941,89.13319239,69.98992951,3.192132077,4.9,9.816046006,11.8,8.7,26710,3.879456356,10.6601428,92406,316373,27.78271218,11.43555234,51.16460634,5.635377628
Indiana,Lake,18,18089,50,161124,19.38521946,30.28129453,13.75420235,41.83825749,79.42997753,5.686887739,11.85970495,8.246350637,69.88289578,69.75619337,52.67435019,9.224546312,24.69770611,19.62745215,24.34348204,46.38684057,17.36730965,40.60733783,4.012595889,36.94743614,76.31145577,15.36381048,44.17549837,82.54669882,17.61346354,44.69308048,5.269732628,27.20034011,8.729333963,18.10892862,33.3,7.1,17.08201558,31.62280032,55.54815,59.07222,81.57795395,60.85505735,6.322002254,25.7,9.859284843,13.1,11.7,75110,10.21111536,15.50611057,53600,485846,24.05412415,15.41126201,51.60462369,3.96810516
Indiana,Marion,18,18097,214,820445,14.77085435,23.8588037,18.5104269,29.97902687,74.92271414,5.716360755,10.98519791,6.437409211,66.99329998,70.64603806,61.31933841,7.436596725,32.19771307,26.6776358,24.40035383,57.1474434,12.0085812,37.25555851,3.043189976,27.43427823,74.7768199,14.19931964,33.15353522,77.88604964,13.18910701,36.60690272,3.578583086,21.55668924,9.149064099,21.43136174,32.7,6.6,19.23646251,41.37724374,80.29648,84.78277,82.77496499,61.5255658,4.438080716,28,11.56524888,12.3,10.3,172510,8.785200798,29.09938987,45300,941229,24.94525774,11.76132482,51.82946977,0.600181759
Indiana,Monroe,18,18105,20,80372,12.13388991,16.18357513,19.92844025,20.12322451,58.68559075,3.893337232,10.79665804,3.919873837,60.02289728,55.15430623,57.07334146,5.286456726,30.3464291,25.97190813,19.11594958,58.33923132,5.984259444,27.58816628,2.031092918,22.79026153,73.80937018,15.19244637,25.88168268,76.28174115,9.729287563,32.92930374,1.968353407,19.50336062,7.093596059,19.24178086,22.7,7.1,20.8593601,9.677722447,61.50444,48.79859,89.53301127,63.10408922,4.628339226,17.6,9.674855741,10.4,7.1,25390,4.472670495,17.29944181,44442,145496,15.81899159,11.89585968,50.16357838,21.24820618
Indiana,St. Joseph,18,18141,44,101167,16.7298882,28.44522423,16.86060375,36.32880089,76.18486265,6.065927625,11.58337007,7.605373294,67.70861645,69.3901717,57.06558166,8.880570739,31.15266638,24.9623138,25.3653385,54.43416727,13.37429893,37.98748604,3.496782548,32.84592209,76.54494351,15.25330691,38.98102247,79.06199452,15.90105963,40.72438938,4.214073759,25.82181739,8.089130611,20.28702125,31.2,7.1,19.47159352,29.20957417,95.73798,56.47597,85.23111612,62.89082522,4.529590685,22.4,11.28739649,11,10.3,40030,9.872950431,18.87729757,48960,269141,23.89788252,14.95052779,51.35598069,9.001577187
Indiana,Tippecanoe,18,18157,19,67135,13.87314218,24.47491174,16.5550458,28.71154837,73.56021151,5.829489834,10.79080063,6.314746406,64.03570716,68.82132122,62.26016832,7.330730617,33.4922708,26.31993446,21.91707902,58.84328294,9.426981455,36.58953303,2.791152156,26.38191703,75.84125717,14.39997468,32.22477098,77.98753705,12.9261488,34.31108662,3.08670887,18.6706621,6.922257721,17.30883654,29,7.2,17.61339795,20.11963023,71.03419,46.26208,87.00721821,66.93811075,3.996424252,16.3,10.11699116,11,6.9,29140,6.662776178,16.51827154,51385,188059,20.89397476,10.71259552,48.87668232,14.50109966
Indiana,Vanderburgh,18,18163,41,117408,13.37919648,31.35893466,16.71931044,33.93709883,77.56702184,6.599472779,11.31650484,7.992813096,69.49545942,71.3544767,62.71899956,9.019979899,33.06454586,30.34851458,25.40649871,57.90289503,11.88759454,37.9420508,3.269998637,31.3427177,75.35684791,15.24356177,36.4191912,80.14550116,15.17281446,36.33600351,3.989159171,21.85158081,9.058425276,21.80894728,33.5,7.6,18.11472174,35.29384065,88.52136,68.78677,87.44551003,71.32075472,4.106635198,22.8,14.40533987,11.3,10.9,28120,4.014978309,24.0100879,46750,181721,21.77293764,15.82645924,51.59392695,9.167348347
Iowa,Black Hawk,19,19013,26,68374,9.802157253,27.01258519,20.89708954,33.12956972,77.47190306,6.627074619,8.891378302,6.663901483,70.39494983,70.20076052,65.27570129,6.491272999,50.54559774,33.84276187,19.9197853,65.98192442,11.2791997,37.52230819,2.99859157,26.87686986,78.72971744,12.22808377,35.17137947,83.06700939,11.78056425,30.09469974,3.61221517,17.43695849,7.222268662,15.4713746,30.6,7.1,22.4139917,20.64264849,90.66727,71.48017,86.76085819,75.90618337,4.707368179,18.4,12.58851298,10,9.7,19200,10.91901693,7.764441862,50887,132904,21.57722868,15.54731235,50.96987299,13.48081471
Iowa,Johnson,19,19103,17,67862,7.797214936,16.34535675,24.03235242,19.79634258,66.35271286,4.32049748,8.262662462,3.740247856,67.17377767,61.97628864,65.03944918,4.026265067,43.48111904,34.09179511,15.12963072,71.24371224,5.550023577,27.38977484,1.947251776,18.67655389,77.94108632,11.87001415,25.35245646,81.88304648,7.832869647,27.05342607,1.876212019,13.0567932,6.52173913,14.44233639,23.4,7.9,24.84138496,8.146639511,180.24138,221.77185,92.66666667,72.7926078,2.613891847,12.3,8.804098412,9.7,5.8,19500,3.338659328,9.236062205,58904,146547,20.13961391,10.78903014,50.39543628,18.53654437
Iowa,Linn,19,19113,36,126318,7.246772431,24.60342707,20.54855919,29.28133995,74.82897212,6.625450846,8.051192229,5.779875394,69.9711783,72.9145767,66.90691746,5.355372156,44.47203328,39.29759258,16.48422711,73.27148625,8.374644944,35.02545718,2.510338986,22.1261095,78.28032505,11.0943191,32.21763802,85.80600073,9.907011669,28.03718393,2.719257746,13.15862822,6.674920045,14.66959012,33.3,8.3,20.74725042,19.16317493,63.66067,71.73116,91.22807018,72.30685528,3.721137439,12.6,11.45892068,9.5,10.1,25060,4.607097412,12.1335663,64625,221661,23.73579475,14.92323864,50.59798521,12.74795716
Iowa,Polk,19,19153,58,203419,10.41334536,24.8717111,19.75438037,28.18654993,74.56395519,5.840366927,8.641384531,6.036805805,68.4387191,69.07883924,64.5750451,6.173027102,39.52917623,32.45059508,22.22986348,65.37405159,9.805097852,35.97900491,2.742935517,25.09782272,78.83872549,12.71257405,32.92808489,85.32381538,11.80662082,32.7989003,3.112192076,16.43968459,7.251022905,17.44367231,29.5,8.3,21.27040109,26.20810896,96.42707,68.13699,90.14052062,68.31103679,3.50328203,14.3,12.20839365,9.3,8.1,54560,3.620988037,13.41306975,64169,474045,25.19845162,12.30051999,50.7818878,4.908740479
Iowa,Scott,19,19163,31,99650,8.898036126,24.75969694,21.51877471,29.25379829,76.83244757,6.37402007,8.55962569,6.244246864,70.70952634,71.39939288,63.35924636,6.040575013,40.17100853,33.08990567,19.76459308,67.72600401,9.980029102,36.62619669,2.72078274,24.24374009,79.76417662,11.97143502,32.6586563,83.45880983,11.04233016,30.32878374,3.086270948,15.5711701,6.973927456,16.37180168,32.7,8.2,22.31244287,30.43826831,88.3074,70.1555,89.79386626,71.26137841,4.634426173,18.7,10.92223139,10.8,8.8,22030,2.823994636,15.89187325,56208,172474,23.97578766,15.19997217,50.90622355,13.51074904
Iowa,Woodbury,19,19193,22,82678,11.44515228,23.80080916,19.32662498,29.2155773,76.38318779,6.292797358,8.683318416,6.511383923,68.65394422,68.22875251,60.09861995,6.561041631,38.87173129,31.89349404,19.79787126,63.82098382,10.06194635,38.38640509,2.88793996,26.63569873,76.36774958,12.70110307,36.32243039,81.41868574,12.27397736,29.01001718,3.287087254,17.66995694,7.039644313,16.82738749,34.8,7.9,19.18378192,35.31067923,66.15944,67.13434,90.85257549,62.55868545,3.617640235,18.5,14.01023526,9.8,9.9,11240,9.606442129,8.121312924,51877,102779,26.31374113,14.18480429,50.35659035,17.45683749
Kansas,Douglas,20,20045,18,87643,13.28142693,16.24066611,20.67228758,20.73643873,66.39700261,4.436349737,9.437223737,3.895271727,61.93673197,63.2224011,62.98240133,4.381169061,31.78053695,35.00197278,16.45253357,67.67236288,5.937263672,27.81419965,2.000084433,17.66157594,79.99971019,11.8514154,26.07529295,81.23277957,8.707616125,29.14414157,1.955204637,12.4422886,6.542271366,15.11177343,26.2,7.3,21.8617902,9.878878642,84.70772,58.60683,84.75540387,69.07582938,3.586246873,11.5,10.5884645,9.8,6,19080,4.469483726,9.60240399,55446,119440,18.82367716,11.2190221,50.1490288,11.01275874
Kansas,Johnson,20,20091,76,299213,10.73292404,20.61989553,19.07036192,25.6267973,73.96584774,5.872697376,8.483400454,4.337276121,70.72905088,78.30027171,70.53057922,4.219180316,39.80291197,35.24625501,13.7952111,76.48986742,6.966221387,36.02962973,2.101264651,15.86981749,80.40297213,8.888461397,24.94661662,86.35461126,7.626740817,26.46989736,2.018909606,8.364791971,6.384374879,11.99043891,26.6,8.6,20.03202937,12.13379358,120.48421,81.27285,88.49056604,68.05914105,3.33713984,5.4,8.411487196,10.2,7.6,61920,2.421729508,9.028789763,80872,584451,24.82774433,13.65469475,50.98853454,3.833665026
Kansas,Sedgwick,20,20173,106,382253,18.06188284,24.04907823,14.83396075,31.81376601,74.38365742,6.165077841,9.714654692,6.5049721,64.79332955,69.45483201,59.96632806,6.666795028,27.68162003,31.06633251,22.47127478,62.48864757,10.35515902,39.31964406,2.871135871,27.02036086,75.16701059,12.24872637,31.4514667,81.88167156,11.87474788,35.64912427,3.198465414,18.35330763,7.989855345,19.105669,33.6,7.2,16.20016404,39.71854616,87.18191,58.78964,87.19015427,61.20377085,4.786443769,17.8,10.04742227,9.9,10.7,71450,10.58170488,15.79250991,52612,511995,26.10904403,13.45794393,50.55947812,7.658643765
Kansas,Shawnee,20,20177,38,127456,17.35492484,26.77147486,14.01410604,35.28929434,77.21617813,6.636131685,10.1852812,6.666331911,68.18666834,70.94973403,63.3709029,7.208820299,32.68759415,35.29402774,20.13642826,62.1993025,11.34996077,40.38411295,3.046138275,26.36508207,81.31500126,12.69970264,36.87985815,82.58784286,12.34045788,32.69700759,3.545197558,17.65583809,7.200241619,15.99093909,35,7.3,14.79840767,39.0899374,72.17793,60.62443,89.93377483,67.81176471,4.126455542,14.1,17.00937194,9.6,11,25520,9.493599894,14.75871371,55387,178146,24.04151651,17.01245046,51.53357359,15.8244068
Kansas,Wyandotte,20,20209,60,145770,25.38373877,23.53171915,14.28275708,35.02664677,74.41196268,5.428870824,10.69210606,6.857859642,65.63419634,66.58786513,53.46865267,7.99507306,28.48383344,23.27517871,25.28698086,51.4156548,12.99944707,38.91409755,3.386093846,35.6142128,73.70168622,13.75640049,43.76610688,78.6160129,13.75070934,37.10063662,4.024059134,22.72685738,8.370710337,22.96355692,37,6.5,14.79841706,59.60445804,39.17512,42.11657,84.25556189,56.25635809,5.728859342,24.4,10.83436882,10.8,12.2,26900,13.73676795,9.000973742,43396,163831,28.06977922,11.51430438,50.55514524,6.062664677
Kentucky,Fayette,21,21067,82,295803,7.664327948,25.44298469,18.44471997,32.76248551,75.14833386,5.680097903,11.2921921,6.297159934,74.88572259,72.69021477,68.85335274,7.839440438,41.20726531,36.53962232,20.38702312,65.23110719,9.651042755,32.94728045,2.643590498,24.76506831,80.7337718,13.21334638,32.47470343,85.02234122,12.95567692,39.25300927,2.831353637,16.53230224,8.503485615,18.80416854,27.5,7.3,19.82710214,23.24885388,124.64705,140.05382,88.69118229,62.79312142,3.495380149,22.3,11.73335708,10.5,9.2,48630,6.761625422,32.63631489,53288,318449,21.09191739,12.25062726,50.8725102,3.066906015
Kentucky,Jefferson,21,21111,180,597292,8.271315872,28.57430955,18.0804439,39.83724443,77.82551784,6.692958051,12.36344836,8.075896379,75.85325921,73.85302047,66.15410486,9.451261694,42.01687014,36.09637531,23.35629106,62.47594259,11.62190369,37.79468886,3.195323058,26.51049688,82.17075166,14.37719122,34.43464855,86.20016106,14.38309738,38.06564645,3.68146384,19.46124224,9.186957141,19.22277926,31.9,7.4,19.12723508,33.80233027,95.85882,102.04455,87.37956465,64.37416332,4.369727132,20.9,10.0835098,11.3,12.3,122030,4.365452397,31.67320591,52008,765352,22.42562899,15.23338281,51.65949785,1.373101461
Louisiana,Bossier,22,22015,3,2702,15.44644708,15.45688379,21.83638046,25.89522576,65.22065137,3.225573649,8.54607698,3.489415248,65.98823094,63.6907846,61.25991858,4.773649149,24.81621021,28.18904515,20.85743893,57.11528497,6.535381199,28.47031828,1.960177646,23.27968172,80.09726129,13.63367876,30.73512213,82.7496299,9.597483346,37.90680977,1.972094745,15.62723908,10.29341792,18.68785714,32.9,7.7,20.06711567,35.54483939,44.73737,53.94385,86.34604754,63.00813008,5.352097847,23.1,7.988815658,10.9,11.5,16180,7.929134756,10.09843315,50048,126057,25.20605758,13.48120295,50.53269553,24.34197591
Louisiana,Caddo,22,22017,56,196589,17.28627797,28.52258875,14.54674982,43.25776519,81.46543906,6.126870781,9.942646333,7.764892237,75.80112773,73.07115098,58.36628601,8.265385144,26.05126889,27.81868111,23.4518147,48.98656995,14.32260605,39.33236753,3.696777032,31.89645097,81.93870105,14.34922758,43.16674076,86.03571817,14.88104421,38.37377778,4.734825448,23.13457111,14.68789662,20.8401988,36.7,5.8,15.29258654,50.59087457,116.51953,75.54722,83.5750222,60.06404392,6.620021529,39.1,11.89055914,11.2,12.4,50930,14.14047328,10.22693163,38414,248851,24.20926579,15.77610699,52.5607693,14.43508819
Louisiana,Calcasieu,22,22019,22,71993,17.01209284,27.59027128,16.73311294,41.71066909,81.45677774,6.230408512,9.734703374,7.712285917,75.61849485,72.8074535,58.86123512,8.472669565,24.71240537,27.22484269,23.39026572,53.40169322,14.17996472,39.13584098,3.633161557,31.98191491,79.83012098,14.45959746,39.4288028,83.52678177,14.92823886,41.52215493,4.665173003,22.7472157,9.727506427,20.32451779,34.4,7.3,20.34506783,44.43903195,69.42069,53.83822,84.60803059,62.79190452,4.772088773,27.5,10.86584703,9.9,11.2,28580,9.295143303,12.73900297,47052,200601,24.82988619,14.20182352,51.23055219,20.50029051
